Customer ID,Customer Type,Account Type,Customer Region,Customer Loyalty Tier,Dispute ID,Dispute Type,Dispute Date,Dispute Resolution Time,Dispute Status,Dispute Priority,Transaction ID,Transaction Date,Transaction Amount,Transaction Type,Merchant ID,Transaction Location,Action Taken,Resolution Outcome,Resolution Time,Dispute Resolution Method,Customer Satisfaction Score,Feedback Comments,Communication Channels Used
CUS1493,Existing,Savings,Washington,Platinum,SSZ3935,Unauthorized Charge,2024-05-07,8,Resolved,Medium,88234743,2024-05-08,1885.12,Transfer,CLALX9,New York,Investigation Started,Customer Compensation,19,Hybrid,5,Could Be Better,Online Chat
CUS7314,Existing,Checking,Washington,Bronze,S4XXQNO,Fraud,2024-08-25,7,Resolved,Medium,25854125,2024-11-25,566.3,Deposit,GRZWXY,Illinois,Issue Fixed,Resolved in Favor of Bank,8,Hybrid,2,Dissatisfied,Email
CUS9305,New,Savings,Washington,Bronze,WCSVUGM,Account Lock,2024-03-09,5,Resolved,Medium,14344358,2024-09-28,1102.31,Cashback,L2IGM6,Illinois,Communication Sent,Resolved in Favor of Bank,10,Human Intervention,1,Very Satisfied,In-Person
CUS9165,Existing,Checking,California,Silver,NM8TU4L,Transaction Error,2024-06-27,6,Pending,High,27848347,2024-02-13,2498.12,Online Purchase,BZLU5B,California,Issue Fixed,Customer Compensation,9,Human Intervention,2,Satisfied,Phone
CUS3170,New,Checking,Washington,Gold,123JV09,Billing Error,2024-03-02,13,Pending,High,65106776,2024-05-24,1221.64,Withdrawal,FYWRS5,Washington,Compensation Provided,Resolved in Favor of Bank,30,AI,1,Will Recommend,Email
CUS7986,Existing,Savings,Georgia,Silver,SZUBG4N,Fraud,2024-03-28,9,Pending,High,43368138,2024-09-16,2368.28,Cashback,Z8GCAZ,Illinois,Communication Sent,Partial Refund,22,Hybrid,3,Will Recommend,Phone
CUS7541,Existing,Checking,New York,Bronze,NB027QX,Service Issue,2024-08-24,14,Pending,High,34652569,2024-12-17,1241.65,Cashback,O2DHOW,Ohio,Issue Fixed,Resolved in Favor of Customer,8,Hybrid,3,Very Dissatisfied,Online Chat
CUS5857,Existing,Savings,Illinois,Bronze,E619SIG,Billing Error,2024-02-02,7,Resolved,High,21597392,2024-07-17,2753.16,Withdrawal,E4V22J,Texas,Compensation Provided,Resolved in Favor of Bank,26,AI,2,Could Be Better,Email
CUS6387,Existing,Savings,New York,Platinum,P0AS44U,Billing Error,2024-09-21,7,Pending,Low,24657014,2024-09-01,2482.64,Online Purchase,J2CSL8,Washington,Refund Issued,Resolved in Favor of Customer,23,AI,5,Neutral,In-Person
CUS6461,Existing,Checking,Georgia,Silver,MOSXDQI,Unauthorized Charge,2024-09-13,5,Under Investigation,High,57008979,2024-08-17,1205.36,Deposit,TTTA28,Georgia,Issue Fixed,Resolved in Favor of Bank,13,AI,3,Dissatisfied,Social Media
CUS1699,Existing,Savings,Texas,Bronze,5VH8VLQ,Service Issue,2024-07-13,7,Resolved,Low,35732418,2024-11-21,2617.04,Online Purchase,8HPI6P,California,Compensation Provided,Customer Compensation,27,Hybrid,1,Neutral,Email
CUS5775,New,Savings,Texas,Silver,3EHAQ68,Transaction Error,2024-06-14,4,Pending,Low,67733230,2024-08-12,2494.39,Withdrawal,QXDOQS,Texas,Investigation Started,Customer Compensation,29,Hybrid,1,Will Recommend,Phone
CUS8205,New,Checking,Illinois,Gold,PM4TZ1U,Fraud,2024-05-02,10,Pending,Medium,44363014,2024-06-27,2474.11,Cashback,E0C0QV,Illinois,Communication Sent,Customer Compensation,12,AI,3,Very Satisfied,In-Person
CUS1760,New,Checking,Texas,Silver,M0BUVHB,Fraud,2024-09-25,5,Under Investigation,Low,39406046,2024-09-10,1526.57,Cashback,Z40NOH,Georgia,Issue Fixed,Partial Refund,5,Hybrid,3,Dissatisfied,Phone
CUS1451,Existing,Savings,California,Silver,04DZKUZ,Unauthorized Charge,2024-07-15,14,Pending,Medium,68498715,2024-04-12,2911.2,Deposit,4TK8JI,California,Investigation Started,Customer Compensation,24,Human Intervention,1,Very Dissatisfied,In-Person
CUS2660,New,Checking,Ohio,Silver,PA75RP4,Service Issue,2024-02-18,3,Resolved,High,56705634,2024-08-07,2002.86,Deposit,7PJYCV,Texas,Compensation Provided,Partial Refund,2,AI,1,Very Dissatisfied,Phone
CUS4665,New,Checking,New York,Gold,2BUGX8Z,Transaction Error,2024-02-18,9,Resolved,Medium,72277115,2024-08-11,2342.18,Withdrawal,73PVXF,Florida,Refund Issued,Resolved in Favor of Customer,8,Human Intervention,2,Dissatisfied,Phone
CUS1862,Existing,Checking,Florida,Gold,LQOXD06,Transaction Error,2024-10-22,14,Pending,Low,97692028,2024-09-04,175.15,Cashback,K0U323,New York,Compensation Provided,Partial Refund,7,AI,2,Will Recommend,Email
CUS4522,New,Checking,Georgia,Bronze,EKY6XP5,Billing Error,2024-03-21,5,Resolved,High,45805035,2024-08-12,1579.24,Cashback,GSFBK2,California,Compensation Provided,Resolved in Favor of Customer,15,Human Intervention,1,Will Recommend,Email
CUS1583,Existing,Checking,Ohio,Gold,477D45E,Transaction Error,2024-11-16,13,Under Investigation,High,32346491,2024-07-28,556.31,Cashback,Q77ZF0,Washington,Communication Sent,Customer Compensation,16,AI,2,Could Be Better,In-Person
CUS5610,New,Checking,Texas,Gold,K2UH0UU,Service Issue,2024-08-03,9,Under Investigation,Medium,18432402,2024-12-15,647.7,Deposit,ORE4E1,Illinois,Investigation Started,Resolved in Favor of Bank,4,AI,1,Satisfied,Phone
CUS6478,New,Checking,Texas,Gold,UV6S6PX,Account Lock,2024-10-03,14,Pending,High,51451749,2024-02-20,1932.38,Transfer,KAHFS4,Illinois,Compensation Provided,Resolved in Favor of Bank,2,Hybrid,1,Dissatisfied,Phone
CUS9427,New,Checking,Ohio,Silver,OULV2Y7,Unauthorized Charge,2024-09-26,3,Resolved,Low,83277156,2024-11-09,2855.54,Online Purchase,MJZE60,New York,Investigation Started,Partial Refund,26,Hybrid,1,Satisfied,Email
CUS5673,Existing,Savings,Georgia,Gold,13Q200N,Account Lock,2024-07-18,5,Under Investigation,Low,68801601,2024-08-16,2338.84,Transfer,MQB2U2,California,Investigation Started,Resolved in Favor of Customer,22,Human Intervention,3,Very Dissatisfied,Phone
CUS1106,New,Savings,Florida,Bronze,RL55PRD,Account Lock,2024-05-12,13,Pending,High,35978042,2024-07-06,1370.62,Transfer,UVQSQ0,Illinois,Investigation Started,Resolved in Favor of Bank,20,Human Intervention,1,Very Dissatisfied,Social Media
CUS1255,Existing,Checking,Ohio,Bronze,UR466J4,Transaction Error,2024-10-21,12,Resolved,High,70277201,2024-03-24,729.83,Online Purchase,EICWJ8,Washington,Refund Issued,Partial Refund,26,AI,5,Will Recommend,Phone
CUS1913,Existing,Savings,Washington,Platinum,4P1JLYP,Billing Error,2024-10-24,2,Pending,High,67050447,2024-12-04,1069.02,Cashback,VXUZYV,Florida,Refund Issued,Resolved in Favor of Customer,25,Hybrid,5,Dissatisfied,Online Chat
CUS1201,New,Savings,Texas,Bronze,WDLWI55,Billing Error,2024-06-17,9,Under Investigation,Medium,68828639,2024-05-18,2198.68,Transfer,JXGOTZ,Washington,Compensation Provided,Partial Refund,16,AI,2,Will Recommend,Email
CUS5709,New,Checking,Georgia,Gold,N791URL,Unauthorized Charge,2024-03-01,2,Pending,High,44022931,2024-07-04,1282.1,Deposit,UKKRUT,Florida,Issue Fixed,Customer Compensation,22,Hybrid,2,Neutral,Phone
CUS7408,New,Savings,Washington,Platinum,EM21JP6,Billing Error,2024-03-15,3,Pending,High,64010370,2024-05-16,2451.61,Deposit,KHQQYK,New York,Investigation Started,Resolved in Favor of Bank,2,Hybrid,3,Dissatisfied,In-Person
CUS8348,Existing,Checking,Washington,Platinum,4FHWHUR,Transaction Error,2024-02-18,8,Pending,Low,54573059,2024-06-25,814.17,Cashback,F4DMO2,Illinois,Communication Sent,Resolved in Favor of Customer,9,Hybrid,5,Could Be Better,Email
CUS8171,Existing,Savings,California,Bronze,Y67GAO4,Fraud,2024-03-18,5,Resolved,High,92173689,2024-09-18,1631.25,Transfer,T1URLF,Ohio,Investigation Started,Resolved in Favor of Bank,12,AI,5,Could Be Better,Phone
CUS3493,Existing,Checking,Georgia,Platinum,UHT9T4E,Account Lock,2024-04-26,4,Under Investigation,Medium,24545750,2024-07-23,1232.45,Withdrawal,MIKW7H,New York,Investigation Started,Customer Compensation,1,Human Intervention,2,Very Satisfied,Email
CUS6695,Existing,Checking,Illinois,Silver,E14E9B1,Fraud,2024-05-19,4,Under Investigation,High,11720043,2024-02-14,2982.02,Withdrawal,GUSKWT,Ohio,Communication Sent,Resolved in Favor of Customer,24,AI,4,Neutral,In-Person
CUS6140,New,Savings,Illinois,Silver,R10BV8W,Billing Error,2024-04-04,10,Resolved,Low,63281212,2024-06-06,2342.69,Transfer,DONLYD,Illinois,Issue Fixed,Partial Refund,14,Human Intervention,2,Could Be Better,Email
CUS9039,Existing,Savings,Washington,Silver,SE15X7T,Service Issue,2024-05-25,14,Under Investigation,Low,56389812,2024-01-08,2424.33,Online Purchase,56KKO1,Illinois,Communication Sent,Resolved in Favor of Customer,23,Hybrid,2,Very Satisfied,Email
CUS8989,New,Savings,Georgia,Bronze,WXDR1DU,Account Lock,2024-11-14,13,Under Investigation,Low,59749211,2024-03-18,111.96,Online Purchase,E5WZ2E,Florida,Issue Fixed,Partial Refund,26,Hybrid,4,Neutral,In-Person
CUS4734,New,Checking,Illinois,Gold,KDAL8MQ,Transaction Error,2024-03-26,14,Resolved,Medium,16067083,2024-12-15,2873.32,Withdrawal,5WXB5H,Georgia,Investigation Started,Resolved in Favor of Customer,24,AI,5,Could Be Better,In-Person
CUS7652,Existing,Checking,New York,Bronze,E00KBHU,Unauthorized Charge,2024-07-01,10,Pending,Low,72411658,2024-05-22,91.92,Cashback,TJAE3R,Washington,Communication Sent,Resolved in Favor of Bank,12,AI,4,Very Dissatisfied,Online Chat
CUS9246,New,Checking,Washington,Silver,CGDIEMO,Fraud,2024-02-16,12,Resolved,Low,55330864,2024-05-23,733.88,Deposit,0R1YF4,Florida,Investigation Started,Customer Compensation,8,AI,2,Dissatisfied,Social Media
CUS4581,New,Savings,Illinois,Gold,K7UD0GL,Account Lock,2024-11-07,3,Under Investigation,High,84106337,2024-02-26,2638.22,Withdrawal,DTVM6N,Illinois,Investigation Started,Customer Compensation,10,Hybrid,4,Dissatisfied,Email
CUS9834,New,Checking,Ohio,Gold,U5C5F1O,Transaction Error,2024-12-26,6,Resolved,Medium,40124157,2024-01-01,300.16,Cashback,P1ULU2,Washington,Refund Issued,Partial Refund,24,Hybrid,2,Could Be Better,Email
CUS3592,Existing,Savings,California,Gold,VQGEK0O,Service Issue,2024-11-22,5,Resolved,Low,86180066,2024-03-13,1914.02,Transfer,1NXY9S,California,Refund Issued,Resolved in Favor of Customer,11,Human Intervention,5,Very Dissatisfied,Social Media
CUS3875,New,Savings,California,Gold,KHCL26F,Billing Error,2024-11-08,14,Pending,Medium,42953580,2024-12-27,560.74,Withdrawal,87MB3G,Florida,Refund Issued,Resolved in Favor of Customer,11,Hybrid,1,Satisfied,Email
CUS3932,New,Checking,Ohio,Platinum,RTV2CGI,Unauthorized Charge,2024-10-08,2,Pending,Medium,20886919,2024-07-14,279.02,Cashback,P3EXB7,Georgia,Investigation Started,Partial Refund,3,Hybrid,1,Very Dissatisfied,Email
CUS1907,New,Checking,California,Gold,HR1CQE1,Account Lock,2024-07-02,2,Under Investigation,High,11711260,2024-06-05,1733.0,Transfer,CXHG3U,Illinois,Refund Issued,Resolved in Favor of Bank,18,Hybrid,4,Could Be Better,Email
CUS8453,Existing,Savings,California,Silver,ERSTUPE,Account Lock,2024-04-03,9,Under Investigation,Low,87405029,2024-10-06,1583.71,Withdrawal,RHBO05,Ohio,Investigation Started,Partial Refund,26,AI,1,Dissatisfied,Social Media
CUS5494,Existing,Checking,Florida,Platinum,9C9RG3A,Unauthorized Charge,2024-07-06,4,Under Investigation,Medium,79695564,2024-07-23,674.43,Transfer,BVY0YP,Texas,Compensation Provided,Customer Compensation,20,Human Intervention,4,Very Satisfied,In-Person
CUS6166,Existing,Checking,Texas,Platinum,VMNDGYB,Service Issue,2024-09-14,7,Resolved,High,11249854,2024-11-12,885.98,Online Purchase,9V0PG9,Ohio,Investigation Started,Resolved in Favor of Bank,1,Human Intervention,1,Could Be Better,Social Media
CUS5616,Existing,Checking,Texas,Bronze,OE57YQW,Service Issue,2024-08-04,13,Resolved,Low,78673475,2024-09-07,1870.3,Online Purchase,NM7M0A,Texas,Compensation Provided,Resolved in Favor of Bank,9,AI,3,Dissatisfied,In-Person
CUS6392,New,Savings,California,Gold,A6SPO8I,Fraud,2024-07-11,10,Pending,High,74460525,2024-12-14,2476.77,Cashback,MGP9IP,Ohio,Investigation Started,Customer Compensation,22,Hybrid,1,Will Recommend,Email
CUS9900,Existing,Savings,California,Bronze,LIV21FQ,Fraud,2024-09-26,6,Under Investigation,Low,26108818,2024-06-15,824.59,Withdrawal,T3SWEW,Georgia,Compensation Provided,Resolved in Favor of Customer,23,Human Intervention,2,Neutral,In-Person
CUS8122,Existing,Checking,Illinois,Silver,HHMISDX,Billing Error,2024-06-04,3,Under Investigation,High,95755930,2024-11-12,1676.78,Withdrawal,XOB3UH,Ohio,Investigation Started,Resolved in Favor of Bank,30,Human Intervention,3,Very Satisfied,Phone
CUS5355,Existing,Checking,New York,Silver,QQKEL6Y,Unauthorized Charge,2024-10-01,7,Pending,Medium,43382714,2024-05-14,2732.99,Deposit,2ZQPYC,Illinois,Issue Fixed,Partial Refund,4,AI,3,Will Recommend,Email
CUS6853,Existing,Savings,Washington,Platinum,B8X4SDP,Fraud,2024-11-19,10,Pending,High,28658491,2024-06-06,2794.97,Withdrawal,OBLSS0,Washington,Investigation Started,Resolved in Favor of Customer,8,AI,2,Could Be Better,Phone
CUS8597,Existing,Checking,Ohio,Gold,MUUE423,Fraud,2024-01-09,11,Pending,Medium,40591808,2024-09-14,1895.38,Cashback,0TZHKJ,Texas,Communication Sent,Resolved in Favor of Bank,4,Human Intervention,4,Dissatisfied,Email
CUS4737,New,Checking,New York,Bronze,RUS4LES,Billing Error,2024-04-09,8,Under Investigation,Low,17606830,2024-04-15,1964.24,Deposit,1VG1PG,Illinois,Investigation Started,Customer Compensation,13,AI,5,Will Recommend,Online Chat
CUS1648,New,Savings,Illinois,Gold,BR6MX0S,Fraud,2024-02-21,13,Resolved,Low,42102394,2024-10-22,632.88,Deposit,94KBUE,Georgia,Compensation Provided,Resolved in Favor of Bank,14,AI,1,Will Recommend,Phone
CUS2684,Existing,Checking,Florida,Gold,MZ2VDD2,Account Lock,2024-05-07,8,Resolved,Low,71631484,2024-04-22,2133.35,Transfer,5V0WQR,Washington,Investigation Started,Customer Compensation,25,AI,1,Satisfied,Online Chat
CUS4709,Existing,Savings,Washington,Gold,AJ51NDQ,Transaction Error,2024-04-24,14,Under Investigation,High,16571900,2024-11-27,770.33,Withdrawal,6FDPIX,California,Issue Fixed,Customer Compensation,7,Human Intervention,4,Could Be Better,In-Person
CUS5499,Existing,Savings,Texas,Platinum,RQL209S,Billing Error,2024-06-03,2,Resolved,Medium,89857351,2024-02-26,2251.1,Online Purchase,3D9LER,Washington,Investigation Started,Resolved in Favor of Bank,4,AI,3,Very Satisfied,Social Media
CUS2811,New,Checking,Georgia,Bronze,SYSZRDV,Account Lock,2024-10-09,11,Resolved,Low,52208805,2024-09-27,637.17,Withdrawal,HZ9UOD,Washington,Investigation Started,Resolved in Favor of Customer,3,Human Intervention,1,Very Dissatisfied,In-Person
CUS6983,Existing,Savings,California,Platinum,U0AY4JB,Unauthorized Charge,2024-04-03,9,Pending,Medium,82503480,2024-02-03,1800.23,Online Purchase,3OEQBX,Florida,Refund Issued,Customer Compensation,20,Hybrid,1,Could Be Better,Social Media
CUS6428,New,Savings,Washington,Bronze,11PE6QX,Fraud,2024-11-05,8,Resolved,Low,65314954,2024-09-05,2278.67,Online Purchase,T5PODB,New York,Refund Issued,Partial Refund,11,AI,5,Neutral,Online Chat
CUS9836,New,Checking,Washington,Platinum,U7RIEGY,Service Issue,2024-09-26,6,Under Investigation,Low,07985565,2024-03-21,732.42,Cashback,URFXAR,California,Investigation Started,Resolved in Favor of Bank,26,Human Intervention,1,Dissatisfied,Online Chat
CUS4476,New,Checking,Florida,Silver,3ZD62BI,Unauthorized Charge,2024-06-03,5,Resolved,Medium,11301380,2024-11-10,1892.23,Withdrawal,X88C0W,Illinois,Investigation Started,Partial Refund,24,Human Intervention,4,Very Dissatisfied,Online Chat
CUS1483,New,Checking,California,Silver,AS3QDZH,Service Issue,2024-01-24,2,Resolved,High,97612914,2024-01-21,2671.69,Withdrawal,WQSZ85,New York,Issue Fixed,Resolved in Favor of Customer,11,Hybrid,2,Very Satisfied,Email
CUS4832,New,Savings,Illinois,Silver,6ZUQW4I,Fraud,2024-10-04,13,Under Investigation,Low,30627145,2024-02-15,2731.58,Online Purchase,7MWIYM,Illinois,Communication Sent,Partial Refund,22,Human Intervention,3,Could Be Better,Phone
CUS4827,Existing,Savings,California,Silver,WPABZKL,Transaction Error,2024-03-13,2,Pending,Medium,89990675,2024-03-07,2937.39,Withdrawal,4CH56A,Ohio,Investigation Started,Partial Refund,23,AI,2,Very Dissatisfied,Social Media
CUS7488,Existing,Checking,New York,Gold,D516ZFF,Unauthorized Charge,2024-10-03,9,Resolved,High,33114523,2024-05-03,991.56,Online Purchase,JN9138,Florida,Communication Sent,Resolved in Favor of Bank,14,Hybrid,1,Dissatisfied,Phone
CUS7000,New,Checking,Ohio,Platinum,G4Y9SUV,Account Lock,2024-11-04,14,Under Investigation,Medium,43179490,2024-12-07,1427.47,Deposit,NZL2EJ,Illinois,Compensation Provided,Resolved in Favor of Customer,26,Human Intervention,1,Could Be Better,Email
CUS4229,Existing,Savings,Illinois,Platinum,SRY1BNG,Account Lock,2024-10-04,8,Resolved,High,63639324,2024-02-09,1896.16,Online Purchase,VF8ORC,Ohio,Compensation Provided,Resolved in Favor of Customer,5,Human Intervention,2,Very Dissatisfied,Phone
CUS6349,New,Savings,Texas,Silver,JZRVVOI,Transaction Error,2024-09-08,9,Under Investigation,Medium,72620335,2024-09-23,352.77,Transfer,9G8SDL,Florida,Investigation Started,Resolved in Favor of Bank,25,AI,2,Neutral,Phone
CUS3191,New,Savings,New York,Bronze,UPX0JZW,Unauthorized Charge,2024-06-03,3,Under Investigation,Low,00372229,2024-11-14,1042.75,Deposit,YKOUYQ,Georgia,Communication Sent,Customer Compensation,4,AI,1,Will Recommend,Phone
CUS3468,New,Savings,New York,Bronze,Z0U4WSF,Fraud,2024-05-25,6,Resolved,High,63427382,2024-04-25,1490.56,Online Purchase,E3UCRD,Washington,Refund Issued,Resolved in Favor of Bank,24,Human Intervention,4,Satisfied,Email
CUS5354,New,Savings,Georgia,Bronze,ET6VPGM,Service Issue,2024-07-17,5,Under Investigation,High,73282934,2024-07-28,2259.06,Withdrawal,X2JA0M,Georgia,Communication Sent,Resolved in Favor of Bank,1,Hybrid,3,Satisfied,Email
CUS7508,New,Savings,Illinois,Silver,IB5JX85,Transaction Error,2024-08-23,8,Pending,Medium,14280443,2024-09-02,920.65,Withdrawal,5WGQ0P,Georgia,Investigation Started,Partial Refund,3,AI,2,Very Dissatisfied,Online Chat
CUS6593,Existing,Savings,Texas,Platinum,YJ1OQOT,Transaction Error,2024-11-06,5,Pending,Medium,44788625,2024-01-25,2499.7,Online Purchase,S25VCB,Illinois,Issue Fixed,Resolved in Favor of Bank,19,Hybrid,1,Will Recommend,Phone
CUS1799,New,Checking,Washington,Platinum,G73KY3C,Account Lock,2024-12-05,9,Pending,High,42531015,2024-06-04,2309.21,Deposit,I206H4,Texas,Compensation Provided,Resolved in Favor of Customer,30,Hybrid,4,Very Dissatisfied,Phone
CUS8427,Existing,Checking,Florida,Bronze,21OIHCE,Unauthorized Charge,2024-03-19,13,Resolved,Low,58580401,2024-02-24,1093.12,Withdrawal,8FUDYX,Florida,Refund Issued,Customer Compensation,10,Hybrid,4,Will Recommend,In-Person
CUS9179,Existing,Checking,Florida,Gold,6NGFDMX,Unauthorized Charge,2024-03-01,9,Resolved,High,34170394,2024-06-26,1934.89,Withdrawal,IY35OW,Texas,Issue Fixed,Customer Compensation,5,Human Intervention,4,Will Recommend,Email
CUS7880,Existing,Savings,Florida,Gold,S326HGS,Billing Error,2024-12-13,7,Pending,Medium,30097551,2024-03-28,641.11,Withdrawal,860IH9,Washington,Investigation Started,Customer Compensation,6,Hybrid,2,Will Recommend,Social Media
CUS2792,Existing,Savings,Florida,Platinum,PA3PDMD,Fraud,2024-11-10,11,Pending,Medium,48288270,2024-03-24,2111.06,Deposit,VCZRNP,California,Issue Fixed,Partial Refund,10,Human Intervention,3,Satisfied,In-Person
CUS6097,Existing,Checking,Illinois,Gold,Q7C2R2S,Transaction Error,2024-01-25,8,Resolved,Medium,73554678,2024-03-02,282.73,Transfer,1A8PR0,Ohio,Communication Sent,Customer Compensation,12,AI,5,Neutral,Online Chat
CUS5419,New,Checking,California,Platinum,8UHW6E6,Unauthorized Charge,2024-08-18,11,Under Investigation,Low,50279020,2024-11-17,156.59,Transfer,8JTX33,Illinois,Investigation Started,Customer Compensation,14,AI,4,Neutral,Social Media
CUS1991,New,Savings,Georgia,Bronze,WST4Y2W,Fraud,2024-08-28,13,Under Investigation,Low,70927832,2024-03-26,2574.17,Cashback,EUTTXT,Illinois,Issue Fixed,Partial Refund,25,AI,5,Satisfied,Online Chat
CUS8709,New,Checking,Ohio,Gold,CQRLAS1,Service Issue,2024-02-14,9,Pending,Medium,94936609,2024-04-10,2346.72,Transfer,2JBTJO,California,Communication Sent,Resolved in Favor of Customer,9,Human Intervention,4,Could Be Better,Phone
CUS6446,Existing,Savings,Illinois,Platinum,2Q762GQ,Account Lock,2024-05-15,3,Pending,Low,81781830,2024-05-02,1425.24,Withdrawal,5PYX3I,Georgia,Communication Sent,Resolved in Favor of Bank,22,Human Intervention,5,Satisfied,Email
CUS7363,Existing,Checking,New York,Bronze,XNY1XAS,Service Issue,2024-12-14,4,Resolved,High,40910931,2024-05-19,1019.7,Withdrawal,U4HG6R,Texas,Investigation Started,Resolved in Favor of Bank,3,Human Intervention,2,Neutral,Social Media
CUS9832,Existing,Checking,Florida,Silver,290901F,Transaction Error,2024-10-16,3,Under Investigation,Low,87668817,2024-06-17,1891.26,Online Purchase,0035QL,Ohio,Issue Fixed,Customer Compensation,16,AI,2,Could Be Better,Online Chat
CUS1580,Existing,Checking,Georgia,Bronze,8DQVZ5I,Transaction Error,2024-06-02,3,Pending,High,46568307,2024-11-07,2874.54,Deposit,EEANL9,Florida,Communication Sent,Resolved in Favor of Customer,24,Hybrid,2,Satisfied,Online Chat
CUS6973,New,Savings,Florida,Bronze,NAF0YMQ,Billing Error,2024-02-11,7,Resolved,High,99314553,2024-02-25,1690.57,Deposit,593YUG,New York,Issue Fixed,Resolved in Favor of Customer,25,AI,2,Neutral,Email
CUS8116,Existing,Savings,Illinois,Gold,TSBZP9P,Account Lock,2024-09-22,9,Resolved,High,28292373,2024-12-07,2823.17,Cashback,YJQXIE,New York,Refund Issued,Resolved in Favor of Customer,16,Human Intervention,3,Will Recommend,Online Chat
CUS8022,Existing,Checking,California,Bronze,XC3LMY2,Service Issue,2024-05-25,11,Resolved,High,31050648,2024-09-06,162.6,Cashback,OSEL57,Florida,Communication Sent,Customer Compensation,15,Hybrid,3,Very Satisfied,Phone
CUS2418,New,Savings,California,Gold,0MNUYB9,Fraud,2024-03-13,4,Pending,Medium,38984131,2024-07-23,1143.44,Withdrawal,N38GVG,Florida,Issue Fixed,Customer Compensation,7,Hybrid,1,Dissatisfied,In-Person
CUS4425,New,Savings,Washington,Bronze,38MJ73G,Transaction Error,2024-03-12,3,Pending,High,37644396,2024-02-22,849.17,Withdrawal,4QKWWB,Georgia,Investigation Started,Partial Refund,24,Hybrid,3,Very Dissatisfied,Social Media
CUS6074,Existing,Savings,Ohio,Silver,Z5EWVHQ,Unauthorized Charge,2024-11-26,7,Under Investigation,Low,00484266,2024-09-04,2230.76,Transfer,Z0ZE9Z,Florida,Refund Issued,Resolved in Favor of Bank,13,AI,5,Will Recommend,Online Chat
CUS8516,New,Savings,Ohio,Silver,A2AB0VH,Billing Error,2024-05-06,12,Resolved,High,85586370,2024-01-23,1507.7,Online Purchase,VR8TW3,Washington,Refund Issued,Partial Refund,5,Human Intervention,1,Satisfied,In-Person
CUS7015,Existing,Savings,Georgia,Silver,IYF1HVA,Transaction Error,2024-01-08,13,Under Investigation,Low,73004766,2024-01-07,2534.59,Cashback,WIZKTS,New York,Issue Fixed,Resolved in Favor of Customer,3,Human Intervention,2,Could Be Better,Phone
CUS3434,Existing,Checking,Texas,Gold,0C6OV54,Fraud,2024-03-11,5,Resolved,Low,62901362,2024-10-27,1240.18,Deposit,V32N8G,New York,Investigation Started,Partial Refund,29,Hybrid,4,Will Recommend,Online Chat
CUS5871,New,Checking,Washington,Bronze,H1WJ09Y,Transaction Error,2024-05-14,3,Pending,Low,72314791,2024-04-03,328.33,Withdrawal,64SMTZ,Texas,Refund Issued,Resolved in Favor of Customer,13,Hybrid,2,Very Satisfied,Online Chat
CUS5515,Existing,Savings,Ohio,Gold,KDEDD0E,Fraud,2024-03-01,6,Pending,Medium,65414861,2024-12-17,424.41,Cashback,VCOH8U,Florida,Communication Sent,Resolved in Favor of Bank,15,Human Intervention,3,Very Dissatisfied,Social Media
CUS2619,Existing,Checking,Georgia,Silver,VL95IEO,Fraud,2024-01-04,6,Under Investigation,Medium,28678573,2024-11-19,1642.62,Deposit,TRA4N5,California,Communication Sent,Partial Refund,11,AI,4,Could Be Better,Email
CUS5992,New,Savings,California,Platinum,G9Q3DKW,Service Issue,2024-07-20,6,Under Investigation,Medium,22466105,2024-01-13,2071.75,Withdrawal,709OOE,Georgia,Refund Issued,Resolved in Favor of Bank,3,Hybrid,3,Dissatisfied,Social Media
CUS6844,Existing,Checking,Florida,Bronze,WPNRXAR,Billing Error,2024-01-04,8,Pending,Low,19651823,2024-10-21,302.81,Transfer,LY7W61,Washington,Investigation Started,Partial Refund,28,Human Intervention,1,Satisfied,Email
CUS8829,Existing,Savings,Ohio,Gold,HS2IHC3,Unauthorized Charge,2024-07-11,13,Resolved,Medium,84337926,2024-09-26,341.85,Cashback,JETMNC,Florida,Compensation Provided,Resolved in Favor of Customer,10,Human Intervention,2,Neutral,Online Chat
CUS4863,Existing,Checking,Florida,Bronze,5NWC3HK,Transaction Error,2024-05-03,12,Pending,Low,27396976,2024-05-06,1781.04,Online Purchase,G3BFIY,Washington,Communication Sent,Partial Refund,28,Human Intervention,2,Could Be Better,Email
CUS1751,Existing,Savings,Washington,Gold,OAWNJMP,Unauthorized Charge,2024-11-28,5,Resolved,Low,68591008,2024-06-25,1862.89,Online Purchase,FOPURA,Texas,Communication Sent,Partial Refund,22,Human Intervention,2,Could Be Better,Online Chat
CUS3354,New,Savings,Georgia,Bronze,E7AEEB5,Fraud,2024-09-10,9,Under Investigation,High,67647344,2024-08-28,2492.73,Cashback,93UUTT,Ohio,Compensation Provided,Resolved in Favor of Bank,24,Hybrid,4,Satisfied,Email
CUS6391,New,Checking,Texas,Silver,9T2DUCO,Fraud,2024-11-16,8,Resolved,Low,38874400,2024-07-14,105.59,Cashback,QZ4F9O,California,Issue Fixed,Resolved in Favor of Bank,11,AI,4,Satisfied,Social Media
CUS1854,Existing,Savings,Florida,Bronze,08RU31K,Account Lock,2024-08-26,3,Under Investigation,Medium,94122710,2024-01-19,1527.92,Withdrawal,ZL300T,Georgia,Issue Fixed,Partial Refund,26,AI,1,Very Dissatisfied,In-Person
